Comprobante;Edificio_ID;Nro_Medidor;Medida;Consumo (comprobante);Fecha pago;Importe;Servicio_ID;SEDE_ID
FC.B: 00057-00567955;29;64213500041;kw ;0;45289;4095.94;2;4
FACT: 00057-00567954;29;24213500010;kw ;5985.98;45322;139981.17;2;4
FACT: 00057-00567954;29;24213500010;kw ;5985.98;45322;139981.17;2;4
FACT: 00057-00567954;29;24213500010;kw ;5985.98;45322;139981.17;2;4
FC.B: 00057-00567954;29;24213500010;kw ;5985.98;45289;139981.17;2;4
FC.B: 00045-01151702;7;34213500011;kw ;4328.83;45260;79530.95;2;3
FACT: 00045-01151702;7;34213500011;kw ;4328.83;45289;79530.95;2;3
FC.B: 00045-01150838;6;94213500001;kw ;2536.33;45260;60514.05;2;3
FACT: 00045-01150838;6;94213500001;kw ;2536.33;45289;60514.05;2;3
FACT: 00057-00538911;14;43550040001;kw ;1148.62;45139;20590.33;2;4
FC.B: 00057-00538911;14;43550040001;kw ;1148.62;45104;20590.33;2;4
FACT: 00048-01508347;19;54213500006;kw ;2910.77;45168;74748.53;2;1
FC.B: 00048-01508347;19;54213500006;kw ;2910.77;45139;74748.53;2;1
FACT: 00048-01508350;19;84213500009;kw ;1415.54;45168;37754.56;2;1
FC.B: 00048-01508350;19;84213500009;kw ;1415.54;45139;37754.56;2;1
FACT: 00048-01508348;19;64213500007;kw ;354.2;45168;11101.64;2;1
FC.B: 00048-01508348;19;64213500007;kw ;354.2;45139;11101.64;2;1
FACT: 00048-01508349;19;74213500008;kw ;1213.14;45168;20767.93;2;1
FC.B: 00048-01508349;19;74213500008;kw ;1213.14;45139;20767.93;2;1
FACT: 00048-01508346;19;44213500005;kw ;2252.97;45168;58473.7;2;1
FC.B: 00048-01508346;19;44213500005;kw ;2252.97;45139;58473.7;2;1
FACT: 00045-01108521;6;94213500001;kw ;2552.77;45168;47323.35;2;3
FC.B: 00045-01108521;6;94213500001;kw ;2552.77;45139;47323.35;2;3
FACT: 00001-06819140;19;01-000555-000-01;m3 ;0;45369;16846.75;7;1
FC.B: 00001-06819140;19;01-000555-000-01;m3 ;0;45329;16846.79;7;1
FC.B: 00001-06818849;20;01-000041-000-01;m3 ;31.63;45369;8425.91;7;1
FC.B: 00001-06810849;20;01-000041-000-01;m3 ;31.63;45329;8425.92;7;1
FACT: 00001-06830153;13;01-015175-000-00;m3 ;378.24;45369;162631.03;7;2
FC.B: 00001-06830153;13;01-015175-000-00;m3 ;378.24;45329;162631.06;7;2
FACT: 00001-06812315;12;01-001690-000-00;m3 ;322.58;45369;169825.42;7;2
FC.B: 00001-06812315;12;01-001690-000-00;m3 ;322.58;45329;169825.46;7;2
FACT: 00018-07999888;2;19-000280-001-00;m3 ;213.79;45369;84011.41;7;3
FC.B: 00018-07999888;2;19-000280-001-00;m3 ;213.79;45329;84011.46;7;3
FACT: 00018-08004706;1;19-020001-000-00;m3 ;222.64;45369;98483.22;7;3
FC.B: 00018-08004706;1;19-020001-000-00;m3 ;222.64;45329;98483.23;7;3
FACT: 00001-06945403;19;01-000555-000-01;m3 ;0;45422;16846.75;7;1
FC.B: 00001-06945403;19;01-000555-000-01;m3 ;0;45387;16846.79;7;1
FACT: 00001-06945112;20;01-000041-000-01;m3 ;41.75;45422;8425.91;7;1
FC.B: 00001-06945112;20;01-000041-000-01;m3 ;21.51;45387;8425.92;7;1
FACT: 00001-06951598;12;01-001690-000-00;m3 ;256.8;45422;117106.78;7;2
FC.B: 00001-06951598;12;01-001690-000-00;m3 ;256.8;45387;117106.79;7;2
FACT: 00018-08142086;2;19-000280-001-00;m3 ;118.91;45422;36772.75;7;3
FC.B: 00018-08142086;2;19-000280-001-00;m3 ;118.91;45387;36772.75;7;3
FACT: 00018-08146922;1;19-020001-000-00;m3 ;31.63;45422;16846.75;7;3
FC.B: 00018-08146922;1;19-020001-000-00;m3 ;31.63;45387;16846.79;7;3
FC.B: 00006-00468696;12;01-001690-000-00;m3 ;1070.19;45166;116091.94;7;2
FC.B: 00001-06583476;19;01-000555-000-01;m3 ;26.57;45226;4888.95;7;1
FACT: 00001-06583476;19;01-000555-000-01;m3 ;26.57;45243;4888.94;7;1
FACT: 00001-06583185;20;01-000041-000-01;m3 ;26.57;45226;2445.22;7;1
FC.B: 00001-06583185;20;01-000041-000-01;m3 ;26.57;45243;2445.2;7;1
FC.B: 00001-06594453;13;01-015175-000-00;m3 ;574.31;45226;84226.87;7;2
FACT: 00001-06594453;13;01-015175-000-00;m3 ;574.31;45243;84226.86;7;2
FC.B: 00001-06576618;12;01-001690-000-00;m3 ;1224.52;45226;192003.97;7;2
FACT: 00001-06576618;12;01-001690-000-00;m3 ;1224.52;45243;192003.95;7;2
FC.B: 00018-07642611;2;19-000280-001-00;m3 ;36.69;45226;2445.22;7;3
FACT: 00018-07642611;2;19-000280-001-00;m3 ;36.69;45243;2445.2;7;3
FC.B: 00018-07647429;1;19-020001-000-00;m3 ;112.59;45226;12320.75;7;3
FACT: 00018-07647429;1;19-020001-000-00;m3 ;112.59;45243;12320.74;7;3
FACT: 00001-06934315;13;01-015175-000-00;m3 ;0;45422;16846.75;7;2
FC.B: 00001-06934315;13;01-015175-000-00;m3 ;0;45387;16846.79;7;2
FC.B: 00001-07291936;19;01-000555-000-01;m3 ;0;45448;20604.33;7;1
FACT: 00001-07291936;19;01-000555-000-01;m3 ;0;45484;20604.33;7;1
FC.B: 00001-07291642;20;01-000041-000-01;m3 ;32.89;45448;10305.28;7;1
FACT: 00001-07291642;20;01-000041-000-01;m3 ;32.89;45484;10305.25;7;1
FC.B: 00001-07302982;13;01-015175-000-00;m3 ;0;45448;20604.33;7;2
FACT: 00001-07302982;13;01-015175-000-00;m3 ;0;45484;20604.33;7;2
FC.B: 00001-07285114;12;01-001690-000-00;m3 ;279.57;45448;158411.59;7;2
FACT: 00001-07285114;12;01-001690-000-00;m3 ;279.57;45484;158411.58;7;2
FC.B: 00018-08355231;2;19-000280-001-00;m3 ;59.46;45448;15927.67;7;3
FACT: 00018-08355231;2;19-000280-001-00;m3 ;59.46;45484;15927.67;7;3
FC.B: 00018-08360051;1;19-020001-000-00;m3 ;303.6;45448;174440.15;7;3
FACT: 00018-08360051;1;19-020001-000-00;m3 ;303.6;45484;174440.11;7;3
FACT: 00046-00846254;10;44213500012;kw ;1543.3;45422;200011.73;2;3
FC.B: 00046-00846254;10;44213500012;kw ;1543.3;45400;200011.73;2;3
FACT: 00046-00861889;10;44213500012;kw ;879.18;45484;215646.95;2;3
FC.B: 00046-00861889;10;44213500012;kw ;879.18;45456;215646.95;2;3
FC.B: 00057-00560206;14;43550040001;kw ;1141.03;45226;35343.92;2;4
FACT: 00057-00560206;14;43550040001;kw ;1141.03;45254;35343.92;2;4
FC.B: 00046-00799549;10;44213500012;kw ;899.42;45226;48038.49;2;3
FACT: 00046-00799549;10;44213500012;kw ;899.42;45254;48038.49;2;3
FACT: 00046-00877548;10;44213500012;kw ;578.11;45519;226364.98;2;3
FC.B: 00046-00877548;10;44213500012;kw ;578.11;0/1/1900;226364.98;2;3
FACT: 00057-00603435;14;43550040001;kw ;13042.15;45505;117132.6;2;4
FC.B: 00057-00603435;14;43550040001;kw ;1304.22;45484;117132.6;2;4
FACT: 00057-00607482;29;74213500042;kw ;378.24;45519;48068.57;2;4
FC.B: 00057-00607482;29;74213500042;kw ;378.24;45499;48068.57;2;4
FC.B: 00057-00596433;29;74213500042;kw ;422.51;45412;39498.03;2;4
FACT: 00057-00596433;29;74213500042;kw ;422.51;45436;39498.03;2;4
FACT: 00057-00542848;29;74213500042;kw ;395.95;45162;8206.27;2;4
FC.B: 00057-00542848;29;74213500042;kw ;395.95;45121;8206.27;2;4
FACT: 00057-00585585;29;74213500042;kw ;375.71;45378;775.45;2;4
FC.B: 00057-00585585;29;74213500042;kw ;375.71;45351;14063.72;2;4
FC.B: 00063-00000096;9;74213500029;kw ;67490.28;45208;377597.77;2;3
;;;;;;367037027.07;;
