Comprobante;Edificio_ID;Nro_Medidor;Medida;Consumo (comprobante);Fecha pago;Importe;Servicio_ID;SEDE_ID
FC.B: 80001-65167151;27;8400/0-1107-0048937/1;m3 ;431.64;45468;44616.46;3;4
FC.B: 80001-65167145;27;8400/0-1107-0048938/2;m3 ;511.24;45468;50454.84;3;4
FC.B: 80001-65167139;27;8400/0-1107-0048939/4;m3 ;521.05;45468;51172.05;3;4
FC.B: 80001-65167152;27;8400/0-1107-0048941/2;m3 ;1270.72;45468;105235.07;3;4
FC.B: 80001-65167153;27;8400/0-1107-0048942/4;m3 ;0;45468;13614.77;3;4
FC.B: 80001-65167146;27;8400/0-1107-0048943/6;m3 ;909.41;45468;79194.37;3;4
FC.B: 80001-65167154;27;8400/0-1107-0048944/8;m3 ;0;45468;13614.27;3;4
FC.B: 80001-65168908;14;8430/0-02-06-0002739/8;m3 ;1702.49;45468;134490.13;3;4
FC.B: 80001-65168886;29;8430/0-1003-0005057/1;m3 ;6698.88;45468;487673.49;3;4
FC.B: 80001-65167092;26;8400/0-9406-0002605/8;m3 ;705.39;45468;64355.35;3;4
FC.B: 00006-11779840;22;1020;kw ;323.84;45457;14053.25;4;4
FC.B: 00006-11726976;22;1020;kw ;323.84;45457;62599.45;4;4
FC.B: 80001-65167228;25;8400/0-0904-0043915/2;m3 ;3472.98;45468;263352.76;3;4
FC.B: 80001-65167232;24;8400/0-0607-0038324/5;m3 ;1231.38;45468;102232.15;3;4
FC.B: 80001-65167091;26;8400/0-9406-0002606/0;m3 ;3475.44;45468;263185.27;3;4
FC.B: 00006-11784588;26;12641;kw ;2785.53;45457;126248.62;4;4
FC.B: 00006-11731552;26;12641;kw ;2785.53;45457;426656.36;4;4
FC.B: 00006-11807975;23;77572;kw ;26519.46;45457;431331.18;4;4
FC.B: 00006-11754212;23;77572;kw ;26519.46;45457;2940209.55;4;4
FC.B: 00006-11809821;25;82013;kw ;1612.88;45470;22641.04;4;4
FC.B: 00006-11755994;25;82013;kw ;1612.88;45470;267465.4;4;4
FC.B: 00006-11812951;27;86982;kw ;13057.33;45457;671833.45;4;4
FC.B: 00006-11759030;27;86982;kw ;13057.33;45457;1184708.61;4;4
FC.B: 00006-11804843;28;69348;kw ;4628.64;45457;60888.65;4;4
FC.B: 00006-11751192;28;69348;kw ;4628.64;45457;696619.71;4;4
FACT: 00047-08079732;23;47-005286-000-01;m3 ;164.45;45519;51581.83;7;4
FC.B: 00047-08079732;23;47-005286-000-01;m3 ;164.45;45484;51581.84;7;4
FC.B: 00047-08026164;26;47-005029-000-01;m3 ;0;45484;119654.55;7;4
FACT: 00047-08026164;26;47-005029-000-01;m3 ;0;45519;119654.51;7;4
FC.B: 00033-01535976;29;33-010803-001-00;m3 ;260.59;45484;192241.73;7;4
FACT: 00033-01535976;29;33-010803-001-00;m3 ;260.59;45519;192241.72;7;4
FC.B: 00047-08076551;25;47-000042-005-01;m3 ;58.19;45484;17320.55;7;4
FACT: 00047-08076551;25;47-000042-005-01;m3 ;58.19;45519;17320.54;7;4
FC.B: 00047-08060413;24;47-000444-001-00;m3 ;20.24;45484;6553.63;7;4
FACT: 00047-08060413;24;47-000444-001-00;m3 ;20.24;45519;6553.59;7;4
FC.B: 00033-01541298;14;33-043912-000-00;m3 ;0;45484;23585.96;7;4
FACT: 00033-01541298;14;33-043912-000-00;m3 ;0;45519;23585.93;7;4
FC.B: 00006-11816221;27;91884;kw ;277.04;45470;13382.28;4;4
FC.B: 00006-11762190;27;91884;kw ;277.04;45470;54855.5;4;4
FC.B: 80001-65167047;23;8400/0-1008-0046871/3;m3 ;11473.37;45468;833679.33;3;4
FC.B: 80001-65168904;18;8430/0-1711-0007938/4;m3 ;260.92;45468;32051.33;3;4
FC.B: 80001-65168903;30;8430/0-1711-0007945/1;m3 ;0;45468;13464.37;3;4
FC.B: 80001-65167135;27;8400/0-1107-0048924/2;m3 ;835.66;45468;73855.96;3;4
FC.B: 80001-65167136;27;8400/0-1107-0048926/6;m3 ;715.23;45468;65172.83;3;4
FC.B: 80001-65167140;27;8400/0-1107-0048927/8;m3 ;865.16;45468;75983.17;3;4
FC.B: 80001-65167141;27;8400/0-1107-0048928/0;m3 ;670.98;45468;61974.87;3;4
FC.B: 80001-65167137;27;8400/0-1107-0048929/1;m3 ;275.26;45468;33437.3;3;4
FC.B: 80001-65167138;27;8400/0-1107-0048930/8;m3 ;240.86;45468;30996.06;3;4
FC.B: 00033-01531362;29;33-01080300200;m3 ;0;45484;23585.96;7;4
FACT: 00033-01531362;29;33-01080300200;m3 ;0;45519;23585.93;7;4
FC.B: 80001-65117480;4;8332/0-1312-00433673;m3 ;1277.27;45468;104223.38;3;3
FC.B: 80001-65117477;4;8332/0-1312-00433648;m3 ;1045.78;45468;87749.76;3;3
FC.B: 80001-65117531;2;8332/0-0905-00364852;m3 ;3521.38;45468;263184.55;3;3
FC.B: 80001-65118133;7;8336/0-1003-00147184;m3 ;1005.19;45468;85569.06;3;3
FC.B: 80001-02931987;6;8336/0-0904-00141582;m3 ;2037.79;45468;167171.54;3;3
FC.B: 80001-65118391;8;8360/0-1411-00058816;m3 ;363.31;45468;39175.85;3;3
FC.B: 80001-65108246;13;8500/0-1305-00351409;m3 ;12503.16;45468;1013535.29;3;2
FC.B: 80001-65117479;4;8332/0-1312-00433685;m3 ;923.22;45468;79044.08;3;3
FACT: 00004-01585892;10;40-906250-003-00;m3 ;65.78;45484;34389.15;7;3
FC.B: 00004-01585892;10;40-906250-003-00;m3 ;65.78;45519;34389.14;7;3
FACT: 00020-02374479;9;20-008273-000-00;m3 ;492.09;45519;344424.6;7;3
FC.B: 00020-02374479;9;20-008273-000-00;m3 ;492.09;45484;344424.62;7;3
FC.B: 00066-00000375;8;54213500040;kw ;34521.85;45456;3896627.82;2;3
FC.B: 00064-00001194;4;14213500045;kw ;9884.71;45456;1108882.99;2;3
FC.B: 00064-00001193;1;54213500039;kw ;29808.46;45456;4700175.34;2;3
FC.B: 80001-65117478;4;8332/0-1312-00433594;m3 ;852.43;45468;74028.65;3;3
FC.B: 00065-00000059;21;34213500037;kw ;18868.74;45121;581473.57;2;1
FC.B: 80001-56807991;21;8336/0-1308-0017260/0;m3 ;3671.99;45133;26094.21;3;1
FC.B: 80001-56799027;19;8500/0-09-06-0030831/1;m3 ;338.51;45133;4109.16;3;1
FC.B: 80001-56799021;19;8500/0-09-06-0030825/6;m3 ;666.3;45133;6561.44;3;1
FC.B: 80001-56799020;19;8500/0-09-06-0030824/4;m3 ;854.38;45133;7966.08;3;1
FC.B: 80001-56799137;20;8500/0-13-09-0035488/8;m3 ;3455.22;45133;32578.6;3;1
FC.B: 00001-06537980;19;01-000555-000-01;m3 ;154.33;45162;7541.82;7;1
FACT: 00001-06531155;19;01-000555-000-01;m3 ;301.07;45195;20497.47;7;1
FACT: 00001-06537980;19;01-000555-000-01;m3 ;154.33;45195;7541.8;7;1
FC.B: 00001-06537692;20;01-000041-000-01;m3 ;80.96;45162;2413.56;7;1
FACT: 00001-06537692;20;01-000041-000-01;m3 ;80.96;45195;2413.54;7;1
FC.B: 80001-56799026;19;8500/0-09-06-0030830/0;m3 ;427.19;45133;4764.68;3;1
FC.B: 80001-56799025;19;8500/0-09-06-0030829/3;m3 ;381.52;45133;4443.83;3;1
FC.B: 80001-56799024;19;8500/0-09-06-0030828/1;m3 ;999.48;45133;9052.54;3;1
FC.B: 80001-56799023;19;8500/0-09-06-0030827/0;m3 ;558.85;45133;5767.37;3;1
FC.B: 80001-56799022;19;8500/0-09-06-0030826/8;m3 ;698.56;45133;6804.74;3;1
FC.B: 00001-06548945;13;01-015175-000-00;m3 ;597.08;45162;37114.72;7;2
FACT: 00001-06548945;13;01-015175-000-00;m3 ;597.08;45195;37114.71;7;2
FC.B: 00001-06531155;12;01-001690-000-00;m3 ;301.07;45162;20497.49;7;2
FC.B: 00068-00000027;13;54213500027;kw ;121197.12;45121;1828439.22;2;2
FC.B: 80001-56799080;12;8500/0-9706-00188971;m3 ;5139.85;45133;39681.63;3;2
FC.B: 80001-56799083;12;8500/0-0311-00248514;m3 ;8065.79;45133;61299.9;3;2
FC.B: 80001-56793864;27;8400/0-1107-0048931/0;m3 ;376.67;45133;4075.72;3;4
FC.B: 80001-56793859;27;8400/0-1107-0048932/1;m3 ;436.15;45133;4466.6;3;4
FC.B: 80001-56793877;27;8400/0-1905-0062792/0;m3 ;398.98;45133;4179.12;3;4
FC.B: 80001-56793878;27;8400/0-1905-0062793/1;m3 ;329.58;45133;3735.18;3;4
FC.B: 80001-56793876;27;8400/0-1905-0062795/5;m3 ;113.98;45133;2351.28;3;4
FC.B: 80001-56793875;27;8400/0-1905-0062796/7;m3 ;272.58;45133;3369.86;3;4
FC.B: 80001-56793872;27;8400/0-1703-0057812/7;m3 ;488.19;45133;4795.29;3;4
FC.B: 80001-56793873;27;8400/0-1703-0057820/6;m3 ;594.75;45133;5514.39;3;4
FC.B: 80001-56793874;27;8400/0-1703-0057821/8;m3 ;619.52;45133;5655.98;3;4
FC.B: 80001-56793879;27;8400/0-1703-0057822/0;m3 ;646.79;45133;5808.29;3;4
FC.B: 80001-56793865;27;8400/0-1107-0048933/3;m3 ;272.58;45133;3396.09;3;4
FC.B: 80001-56793866;27;8400/0-1107-0048934/5;m3 ;215.58;45133;3027.41;3;4
FC.B: 80001-56793860;27;8400/0-1107-0048935/7;m3 ;208.14;45133;2967.91;3;4
FC.B: 80001-56793861;27;8400/0-1107-0048936/9;m3 ;218.06;45133;3049.4;3;4
FC.B: 80001-56793867;27;8400/0-1107-0048940/0;m3 ;396.5;45133;4211.06;3;4
FC.B: 80001-56793868;27;8400/0-1107-0048937/1;m3 ;235.42;45133;3171.93;3;4
FC.B: 80001-56793862;27;8400/0-1107-0048938/2;m3 ;218.06;45133;3053.17;3;4
FC.B: 80001-56793856;27;8400/0-1107-0048939/4;m3 ;356.83;45133;3930.69;3;4
FC.B: 80001-56793869;27;8400/0-1107-0048941/2;m3 ;914.44;45133;7572.51;3;4
FC.B: 80001-56793870;27;8400/0-1107-0048942/4;m3 ;0;45133;1643.79;3;4
FC.B: 80001-56793863;27;8400/0-1107-0048943/6;m3 ;897.09;45133;7471.88;3;4
FC.B: 80001-56793871;27;8400/0-1107-0048944/8;m3 ;0;45133;1610.83;3;4
FC.B: 80001-02574530;14;8430/0-02-06-0002739/8;m3 ;1893.07;45133;14567.37;3;4
FC.B: 80001-56880337;29;8430/0-1003-0005057/1;m3 ;6447.78;45133;42785.96;3;4
FC.B: 80001-56793818;26;8400/0-9406-0002605/8;m3 ;567.48;45133;5351.11;3;4
FC.B: 80001-56793935;25;8400/0-0904-0043915/2;m3 ;2155.99;45133;15877.86;3;4
FC.B: 80001-56793941;24;8400/0-0607-0038324/5;m3 ;850;45133;8601.56;3;4
FC.B: 80001-56793817;26;8400/0-9406-0002606/0;m3 ;2512.85;45133;18101.17;3;4
FACT: 00047-07126463;23;47-005286-000-01;m3 ;795.69;45162;69408.52;7;4
FC.B: 00047-07126463;23;47-005286-000-01;m3 ;795.69;45121;69408.53;7;4
FACT: 00047-07072905;26;47-005029-000-01;m3 ;0;45162;24801.96;7;4
FC.B: 00047-07072905;26;47-005029-000-01;m3 ;0;45121;24801.99;7;4
FACT: 00033-01355847;29;33-010803-001-00;m3 ;379.5;45162;50957.1;7;4
FC.B: 00033-01355847;29;33-010803-001-00;m3 ;379.5;45121;50957.1;7;4
FACT: 00047-07123301;25;47-000042-005-01;m3 ;101.2;45162;6438.42;7;4
FC.B: 00047-07123301;25;47-000042-005-01;m3 ;101.2;45121;6438.47;7;4
FACT: 00047-07107149;24;47-000444-001-00;m3 ;26.57;45162;1358.45;7;4
FC.B: 00047-07107149;24;47-000444-001-00;m3 ;26.57;45121;1358.45;7;4
FACT: 00033-01350912;14;33-043912-000-00;m3 ;2.53;45162;2445.2;7;4
FC.B: 00033-01350912;14;33-043912-000-00;m3 ;2.53;45121;2445.22;7;4
FC.B: 80001-02543145;23;8400/0-1008-0046871/3;m3 ;10081.19;45133;72549.87;3;4
FC.B: 80001-56880352;18;8430/0-1711-0007938/4;m3 ;371.38;45133;4173.72;3;4
FC.B: 80001-56880351;30;8430/0-1711-0007945/1;m3 ;0;45133;1791.34;3;4
FC.B: 80001-56793852;27;8400/0-1107-0048924/2;m3 ;498.11;45133;4885.64;3;4
FC.B: 80001-56793853;27;8400/0-1107-0048926/6;m3 ;550.15;45133;5211.3;3;4
FC.B: 80001-56793857;27;8400/0-1107-0048927/8;m3 ;646.79;45133;5851.75;3;4
FC.B: 80001-56793858;27;8400/0-1107-0048928/0;m3 ;379.15;45133;4092.19;3;4
FC.B: 80001-56793854;27;8400/0-1107-0048929/1;m3 ;0;45133;1624.16;3;4
FC.B: 80001-56793855;27;8400/0-1107-0048930/8;m3 ;473.31;45133;4696.17;3;4
FC.B: 80001-56807374;4;8332/0-1312-00433673;m3 ;2305.29;45133;16906.32;3;3
FC.B: 80001-56807371;4;8332/0-1312-00433648;m3 ;1935.02;45133;14468.31;3;3
FC.B: 80001-56807424;2;8332/0-0905-00364852;m3 ;4124.1;45133;28975.83;3;3
FC.B: 80001-56808009;7;8336/0-1003-00147184;m3 ;2353.76;45133;17353.15;3;3
FC.B: 80001-02557515;6;8336/0-0904-00141582;m3 ;3041.41;45133;22974.65;3;3
FC.B: 80001-56808269;8;8360/0-1411-00058816;m3 ;296.41;45133;3600.77;3;3
FC.B: 80001-56799205;13;8500/0-1305-00351409;m3 ;14364;45133;107639.37;3;2
FC.B: 80001-56807373;4;8332/0-1312-00433685;m3 ;2921.47;45133;21026.86;3;3
FACT: 00004-01391448;10;40-906250-003-00;m3 ;105;45162;5021.16;7;3
FC.B: 00004-01391448;10;40-906250-003-00;m3 ;105;45121;5021.19;7;3
FACT: 00020-02127968;9;20-008273-000-00;m3 ;538.89;45162;78622.14;7;3
FC.B: 00020-02127968;9;20-008273-000-00;m3 ;538.89;45121;78622.15;7;3
FC.B: 00018-07522346;2;19-000280-001-00;m3 ;48.07;45162;2245.77;7;3
FACT: 00018-07522346;2;19-000280-001-00;m3 ;48.07;45195;2245.75;7;3
FC.B: 00018-07517711;1;19-020001-000-00;m3 ;751.41;45162;48128.98;7;3
FACT: 00018-07517711;1;19-020001-000-00;m3 ;751.41;45195;48128.96;7;3
FC.B: 00066-00000038;8;54213500040;kw ;25143.14;45121;714288.23;2;3
FC.B: 00063-00000036;9;74213500029;kw ;83512.77;45121;1474123.18;2;3
FC.B: 00064-00000112;4;14213500045;kw ;7311.7;45121;151870.58;2;3
FC.B: 00064-00000111;1;54213500039;kw ;47308.47;45121;1164048.23;2;3
FC.B: 80001-56807372;4;8332/0-1312-00433594;m3 ;2375.54;45133;17412.78;3;3
FC.B: 00065-00000628;21;34213500037;kw ;13545.62;45499;2796578.73;2;1
FC.B: 80001-65501953;21;8336/0-1308-0017260/0;m3 ;1934.56;45499;272829.06;3;1
FC.B: 80001-65492212;19;8500/0-09-06-0030831/1;m3 ;932.25;45499;98184.23;3;1
FC.B: 80001-65492206;19;8500/0-09-06-0030825/6;m3 ;689.05;45499;76131.79;3;1
FC.B: 80001-65492205;19;8500/0-09-06-0030824/4;m3 ;889.02;45499;94287.51;3;1
FC.B: 80001-65492319;20;8500/0-13-09-0035488/8;m3 ;889.02;45499;307949.85;3;1
FC.B: 00001-07418738;19;01-000555-000-01;m3 ;107.53;45519;49568.53;7;1
FACT: 00001-07418738;19;01-000555-000-01;m3 ;107.53;0/1/1900;49568.52;7;1
FC.B: 00001-07418444;20;01-000041-000-01;m3 ;29.1;45519;10305.28;7;1
FACT: 00001-07418444;20;01-000041-000-01;m3 ;29.1;0/1/1900;10305.25;7;1
FC.B: 80001-65492211;19;8500/0-09-06-0030830/0;m3 ;443.15;45499;53823.66;3;1
FC.B: 80001-65492210;19;8500/0-09-06-0030829/3;m3 ;299.93;45499;40844.62;3;1
FC.B: 80001-65492209;19;8500/0-09-06-0030828/1;m3 ;886.31;45499;94046.57;3;1
FC.B: 80001-65492208;19;8500/0-09-06-0030827/0;m3 ;375.6;45499;47700.71;3;1
FC.B: 80001-65492207;19;8500/0-09-06-0030826/8;m3 ;389.11;45499;48923.91;3;1
FC.B: 00001-07436842;13;01-015175-000-00;m3 ;0;45519;20604.33;7;2
FACT: 00001-07436842;13;01-015175-000-00;m3 ;0;0/1/1900;20604.33;7;2
FC.B: 00001-07424994;12;01-001690-000-00;m3 ;187.22;45519;96828.22;7;2
FACT: 00001-07424994;12;01-001690-000-00;m3 ;187.22;0/1/1900;96828.18;7;2
FC.B: 00068-00001793;13;54213500027;kw ;64517.53;45499;6894611.56;2;2
FC.B: 00006-11913551;24;67886;kw ;676.78;45502;45498.96;4;4
FC.B: 00006-11860088;24;67886;kw ;676.78;45502;145913.88;4;4
FC.B: 80001-65492269;12;8500/0-9706-00188971;m3 ;7885.07;45499;724501.66;3;2
FC.B: 80001-65492266;12;8500/0-0311-00248514;m3 ;5034.24;45499;468197.43;3;2
FC.B: 80001-65548034;27;8400/0-1107-0048931/0;m3 ;299.3;45499;38128.63;3;4
FC.B: 80001-65548029;27;8400/0-1107-0048932/1;m3 ;266.86;45499;35464.97;3;4
FC.B: 80001-65548047;27;8400/0-1905-0062792/0;m3 ;396.58;45499;46074.91;3;4
FC.B: 80001-65548048;27;8400/0-1905-0062793/1;m3 ;349.17;45499;42187.59;3;4
FC.B: 80001-65548046;27;8400/0-1905-0062795/5;m3 ;396.58;45499;46074.91;3;4
FC.B: 80001-65548045;27;8400/0-1905-0062796/7;m3 ;606.09;45499;63252.5;3;4
FC.B: 80001-65548042;27;8400/0-1703-0057812/7;m3 ;399.06;45499;46303.05;3;4
FC.B: 80001-65548043;27;8400/0-1703-0057820/6;m3 ;399.06;45499;46314.19;3;4
FC.B: 80001-65548044;27;8400/0-1703-0057821/8;m3 ;354.17;45499;42625.63;3;4
FC.B: 80001-65548049;27;8400/0-1703-0057822/0;m3 ;271.85;45499;35878.85;3;4
FC.B: 80001-65548035;27;8400/0-1107-0048933/3;m3 ;321.74;45499;39964.42;3;4
FC.B: 80001-65548036;27;8400/0-1107-0048934/5;m3 ;276.83;45499;36286.31;3;4
FC.B: 80001-65548030;27;8400/0-1107-0048935/7;m3 ;236.93;45499;33003.77;3;4
FC.B: 80001-65548031;27;8400/0-1107-0048936/9;m3 ;234.43;45499;32803.29;3;4
FC.B: 80001-65548037;27;8400/0-1107-0048940/0;m3 ;284.32;45499;36904.43;3;4
FC.B: 80001-65548038;27;8400/0-1107-0048937/1;m3 ;266.86;45499;35462.2;3;4
FC.B: 80001-65548032;27;8400/0-1107-0048938/2;m3 ;361.64;45499;43238.62;3;4
FC.B: 80001-65548026;27;8400/0-1107-0048939/4;m3 ;304.28;45499;38533.13;3;4
FC.B: 80001-65548039;27;8400/0-1107-0048941/2;m3 ;713.33;45499;72117.43;3;4
FC.B: 80001-65548040;27;8400/0-1107-0048942/4;m3 ;0;45499;13573.56;3;4
FC.B: 80001-65548033;27;8400/0-1107-0048943/6;m3 ;518.78;45499;56124.76;3;4
FC.B: 80001-65548041;27;8400/0-1107-0048944/8;m3 ;0;45499;13573.56;3;4
FC.B: 80001-65549807;14;8430/0-02-06-0002739/8;m3 ;1662.84;45499;148059.53;3;4
FC.B: 80001-65549785;29;8430/0-1003-0005057/1;m3 ;5569.57;45499;462613.71;3;4
FC.B: 80001-65549782;26;8400/0-9406-0002605/8;m3 ;640.98;45499;66113.01;3;4
FC.B: 00006-11888992;22;1020;kw ;383.3;45499;14053.68;4;4
FC.B: 00006-11836548;22;1020;kw ;383.3;45499;76303.96;4;4
FC.B: 80001-65548114;25;8400/0-0904-0043915/2;m3 ;2853.36;45499;247488.54;3;4
FC.B: 80001-65548118;24;8400/0-0607-0038324/5;m3 ;1060.02;45499;100470.28;3;4
FC.B: 80001-65547981;26;8400/0-9406-0002606/0;m3 ;3430.15;45499;294183.66;3;4
FC.B: 00006-11893790;26;12641;kw ;2795.65;45499;118498.33;4;4
FC.B: 00006-11841128;26;12641;kw ;2795.65;45499;473198.77;4;4
FC.B: 00006-11917224;23;77572;kw ;25025.5;45499;429718.87;4;4
FC.B: 00006-11863600;23;77572;kw ;25025.5;45499;3488525.21;4;4
FC.B: 00006-11919069;25;82013;kw ;1612.88;45502;22334.56;4;4
FC.B: 00006-11865361;25;82013;kw ;1612.88;45502;299803.48;4;4
FC.B: 00006-11922171;27;86982;kw ;11960.58;45499;673884.85;4;4
FC.B: 00006-11868291;27;86982;kw ;11960.58;45499;1688337.36;4;4
FC.B: 00006-11914106;28;69348;kw ;5659.61;45499;61483.83;4;4
FC.B: 00006-11860610;28;69348;kw ;5659.61;45499;928408.41;4;4
FC.B: 00018-08577579;29;33-010803-001-00;m3 ;51.87;45519;25823.17;7;4
FACT: 00018-08577579;29;33-010803-001-00;m3 ;51.87;0/1/1900;25823.16;7;4
FC.B: 00006-11925443;27;91884;kw ;361.79;45502;13460.37;4;4
FC.B: 00006-11871446;27;91884;kw ;361.79;45502;74830.24;4;4
FC.B: 80001-65547937;23;8400/0-1008-0046871/3;m3 ;10141.43;45499;839870.69;3;4
FC.B: 80001-65549803;18;8430/0-1711-0007938/4;m3 ;304.66;45499;38101.96;3;4
FC.B: 80001-65549802;30;8430/0-1711-0007945/1;m3 ;0;45499;13420.31;3;4
FC.B: 80001-65548022;27;8400/0-1107-0048924/2;m3 ;588.63;45499;61871.31;3;4
FC.B: 80001-65548023;27;8400/0-1107-0048926/6;m3 ;613.55;45499;63895.57;3;4
FC.B: 80001-65548027;27;8400/0-1107-0048927/8;m3 ;693.37;45499;70449.84;3;4
FC.B: 80001-65548028;27;8400/0-1107-0048928/0;m3 ;406.55;45499;46931.69;3;4
FC.B: 80001-65548024;27;8400/0-1107-0048929/1;m3 ;324.24;45499;40164.56;3;4
FC.B: 80001-65548025;27;8400/0-1107-0048930/8;m3 ;384.1;45499;45073.85;3;4
FC.B: 80001-65501322;4;8332/0-1312-00433673;m3 ;1509.22;45499;135411.84;3;3
FC.B: 80001-65501319;4;8332/0-1312-00433648;m3 ;1945.54;45499;170723.97;3;3
FC.B: 80001-65501372;2;8332/0-0905-00364852;m3 ;3520.65;45499;297659.79;3;3
FC.B: 80001-65501968;7;8336/0-1003-00147184;m3 ;1752.43;45499;156303.75;3;3
FC.B: 80001-02966677;6;8336/0-0904-00141582;m3 ;2334.73;45499;213579.1;3;3
FC.B: 80001-65502220;8;8360/0-1411-00058816;m3 ;309.27;45499;38317.63;3;3
FC.B: 80001-65492390;13;8500/0-1305-00351409;m3 ;6057.15;45499;559987.66;3;2
FC.B: 80001-65501321;4;8332/0-1312-00433685;m3 ;1503.73;45499;134976.65;3;3
FC.B: 00018-08582395;1;19-020001-000-00;m3 ;279.57;45519;158411.59;7;3
FACT: 00018-08582395;1;19-020001-000-00;m3 ;279.57;0/1/1900;158411.58;7;3
FC.B: 00066-00000403;8;54213500040;kw ;37175.82;45499;5089764.98;2;3
FC.B: 00063-00000267;9;74213500029;kw ;64537.77;45499;7156347.48;2;3
FC.B: 00064-00001287;4;14213500045;kw ;7579.88;45499;939757.49;2;3
FC.B: 00064-00001286;1;54213500039;kw ;25456.86;45499;4852516.87;2;3
FACT: 00004-01581506;11;40-906250-040-0;m3 ;0;45519;5721.71;3;3
FC.B: 00004-01581506;11;40-906250-040-0;m3 ;2.53;45519;5721.71;3;3
FC.B: 80001-65501320;4;8332/0-1312-00433594;m3 ;867.11;45499;83452.8;3;3
FC.B: 00065-00000120;21;34213500037;kw ;13780.91;45162;566851.05;2;1
FC.B: 80001-57594882;21;8336/0-1308-0017260/0;m3 ;3283.18;45162;23491.5;3;1
FC.B: 80001-57542085;19;8500/0-09-06-0030831/1;m3 ;814.33;45162;7674.45;3;1
FC.B: 80001-57542079;19;8500/0-09-06-0030825/6;m3 ;492.39;45162;5281.17;3;1
FC.B: 80001-57542078;19;8500/0-09-06-0030824/4;m3 ;484.27;45162;5221.58;3;1
FC.B: 80001-57542188;20;8500/0-13-09-0035488/8;m3 ;4967.2;45162;46150.14;3;1
FC.B: 80001-57542084;19;8500/0-09-06-0030830/0;m3 ;373.33;45162;4368.23;3;1
FC.B: 80001-57542083;19;8500/0-09-06-0030829/3;m3 ;316.53;45162;3949.2;3;1
FC.B: 80001-57542082;19;8500/0-09-06-0030828/1;m3 ;2015.55;45162;16673.54;3;1
FC.B: 80001-57542081;19;8500/0-09-06-0030827/0;m3 ;286.75;45162;3721.34;3;1
FC.B: 80001-57542080;19;8500/0-09-06-0030826/8;m3 ;668.22;45162;6580.06;3;1
FC.B: 00068-00000378;13;54213500027;kw ;108352.31;45162;1750402.93;2;2
FC.B: 00006-10618870;24;67886;kw ;745.09;45139;8601.76;4;4
FC.B: 00006-10565521;24;67886;kw ;745.09;45139;26001.15;4;4
FC.B: 00006-10725488;24;67886;kw ;694.49;45168;9909.53;4;4
FC.B: 00006-10671851;24;67886;kw ;694.49;45168;26286.2;4;4
FC.B: 80001-57542138;12;8500/0-9706-00188971;m3 ;8876.56;45162;67692.03;3;2
FC.B: 80001-57542135;12;8500/0-0311-00248514;m3 ;5075.41;45162;39449.97;3;2
FC.B: 80001-57592040;27;8400/0-1107-0048931/0;m3 ;514.5;45162;4910.97;3;4
FC.B: 80001-57592035;27;8400/0-1107-0048932/1;m3 ;732.18;45162;6313.11;3;4
FC.B: 80001-57592053;27;8400/0-1905-0062792/0;m3 ;449.33;45162;4469.49;3;4
FC.B: 80001-57592054;27;8400/0-1905-0062793/1;m3 ;441;45162;4411.39;3;4
FC.B: 80001-57592052;27;8400/0-1905-0062795/5;m3 ;25.43;45162;1752.9;3;4
FC.B: 80001-57592051;27;8400/0-1905-0062796/7;m3 ;325.08;45162;3672.16;3;4
FC.B: 80001-57592048;27;8400/0-1703-0057812/7;m3 ;588;45162;5385.58;3;4
FC.B: 80001-57592049;27;8400/0-1703-0057820/6;m3 ;723.68;45162;6278.46;3;4
FC.B: 80001-57592050;27;8400/0-1703-0057821/8;m3 ;723.68;45162;6263.53;3;4
FC.B: 80001-57592055;27;8400/0-1703-0057822/0;m3 ;655.85;45162;5816.54;3;4
FC.B: 80001-57592041;27;8400/0-1107-0048933/3;m3 ;438.17;45162;4413.39;3;4
FC.B: 80001-57592042;27;8400/0-1107-0048934/5;m3 ;257.25;45162;3253.11;3;4
FC.B: 80001-57592036;27;8400/0-1107-0048935/7;m3 ;305.3;45162;3557.67;3;4
FC.B: 80001-57592037;27;8400/0-1107-0048936/9;m3 ;412.72;45162;4254.44;3;4
FC.B: 80001-57592043;27;8400/0-1107-0048940/0;m3 ;559.74;45162;5209.08;3;4
FC.B: 80001-57592044;27;8400/0-1107-0048937/1;m3 ;387.29;45162;4102.67;3;4
FC.B: 80001-57592038;27;8400/0-1107-0048938/2;m3 ;296.82;45162;3513.79;3;4
FC.B: 80001-57592032;27;8400/0-1107-0048939/4;m3 ;426.86;45162;4342.75;3;4
FC.B: 80001-57592045;27;8400/0-1107-0048941/2;m3 ;1280.61;45162;9851.93;3;4
FC.B: 80001-57592046;27;8400/0-1107-0048942/4;m3 ;0;45162;1616.79;3;4
FC.B: 80001-57592039;27;8400/0-1107-0048943/6;m3 ;1048.79;45162;8371.55;3;4
FC.B: 80001-57592047;27;8400/0-1107-0048944/8;m3 ;0;45162;1584.36;3;4
FC.B: 80001-02605278;14;8430/0-02-06-0002739/8;m3 ;2305.11;45162;17195.38;3;4
FC.B: 80001-57593722;29;8430/0-1003-0005057/1;m3 ;7349.5;45162;48142.1;3;4
FC.B: 80001-57591988;26;8400/0-9406-0002605/8;m3 ;404.45;45162;4238.51;3;4
FC.B: 00006-10701221;22;1020;kw ;365.59;45162;3431.4;4;4
